Order ID,Ship Mode,Region,Category,Regional Manager,Target Key,Sales,Quantity,Discount,Profit,Ship Delay Days,Expected Ship Days,Is Delayed,Is Returned,Year,Month,Month Name,Quarter,Year Month
ES-2015-4184901,Second Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,75.96,4.0,0.0,9.0,2.0,2.0,No,No,2015,8,Aug,3,2015-08
ES-2015-4184901,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,80.1,3.0,0.0,33.57,2.0,2.0,No,No,2015,8,Aug,3,2015-08
ES-2015-1443340,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,38.7,6.0,0.0,9.9,5.0,4.0,Yes,Yes,2015,4,Apr,2,2015-04
ES-2015-1443340,Standard Class,South,Technology,Damala Kotsonis,South|Technology|2015,443.99,4.0,0.1,88.79,5.0,4.0,Yes,Yes,2015,4,Apr,2,2015-04
ES-2015-5701425,Standard Class,South,Technology,Damala Kotsonis,South|Technology|2015,90.84,2.0,0.0,34.5,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5701425,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,41.04,4.0,0.0,4.08,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-4351826,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,31.68,3.0,0.0,5.94,2.0,2.0,No,No,2015,6,Jun,2,2015-06
ES-2015-3897276,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,90.12,4.0,0.0,43.2,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3897276,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,80.1,5.0,0.0,3.15,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3897276,Standard Class,North,Furniture,Ross DeVincentis,North|Furniture|2015,154.39,4.0,0.3,-4.49,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3897276,Standard Class,North,Technology,Ross DeVincentis,North|Technology|2015,234.36,3.0,0.0,35.1,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3897276,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,397.8,2.0,0.0,111.36,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-1537002,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,136.5,10.0,0.0,18.9,2.0,2.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1537002,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,32.4,3.0,0.0,4.5,2.0,2.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1537002,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,155.34,3.0,0.0,57.42,2.0,2.0,No,No,2015,12,Dec,4,2015-12
ES-2015-2776937,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,144.9,3.0,0.0,17.37,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-4405425,First Class,Central,Furniture,Emily Burns,Central|Furniture|2015,37.86,2.0,0.0,11.34,3.0,1.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-3711955,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,54.9,1.0,0.0,9.87,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-3711955,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,259.25,2.0,0.2,-55.09,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-3856710,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,58.59,7.0,0.0,21.63,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2021080,Same Day,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,34.74,3.0,0.0,11.43,0.0,0.0,No,No,2015,9,Sep,3,2015-09
IT-2015-2992208,Second Class,North,Technology,Ross DeVincentis,North|Technology|2015,117.03,2.0,0.5,-60.87,3.0,2.0,Yes,No,2015,12,Dec,4,2015-12
IT-2015-2992208,Second Class,North,Technology,Ross DeVincentis,North|Technology|2015,981.36,3.0,0.5,-117.81,3.0,2.0,Yes,No,2015,12,Dec,4,2015-12
IT-2015-2992208,Second Class,North,Technology,Ross DeVincentis,North|Technology|2015,897.22,7.0,0.5,-197.5,3.0,2.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-4187064,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,9.78,2.0,0.0,2.34,2.0,2.0,No,No,2015,2,Feb,1,2015-02
ES-2015-3822720,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,438.27,7.0,0.0,175.14,6.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-3822720,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,30.51,1.0,0.0,0.3,6.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-3822720,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,854.49,7.0,0.0,290.43,6.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-4182812,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,133.5,5.0,0.0,37.35,2.0,1.0,Yes,No,2015,12,Dec,4,2015-12
IT-2015-3977380,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,1244.19,7.0,0.1,-13.92,4.0,4.0,No,No,2015,12,Dec,4,2015-12
IT-2015-3977380,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,32.25,5.0,0.0,8.25,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5957871,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,29.01,1.0,0.0,11.88,2.0,1.0,Yes,No,2015,4,Apr,2,2015-04
ES-2015-5957871,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,160.92,3.0,0.0,40.23,2.0,1.0,Yes,No,2015,4,Apr,2,2015-04
IT-2015-2241184,Standard Class,South,Technology,Damala Kotsonis,South|Technology|2015,131.76,2.0,0.1,-7.32,4.0,4.0,No,No,2015,12,Dec,4,2015-12
IT-2015-4968367,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,82.35,3.0,0.5,-52.74,5.0,4.0,Yes,No,2015,11,Nov,4,2015-11
IT-2015-4488946,Same Day,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,248.02,2.0,0.1,8.26,0.0,0.0,No,No,2015,2,Feb,1,2015-02
IT-2015-4488946,Same Day,Central,Technology,Emily Burns,Central|Technology|2015,378.81,1.0,0.0,140.13,0.0,0.0,No,No,2015,2,Feb,1,2015-02
IT-2015-1626202,First Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,55.2,8.0,0.5,-44.16,3.0,1.0,Yes,No,2015,7,Jul,3,2015-07
ES-2015-2520255,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,13.47,1.0,0.0,2.28,5.0,4.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-3305419,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,709.67,5.0,0.15,141.91,4.0,4.0,No,Yes,2015,9,Sep,3,2015-09
ES-2015-3305419,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,107.28,2.0,0.0,26.82,4.0,4.0,No,Yes,2015,9,Sep,3,2015-09
ES-2015-3248922,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,6517.08,12.0,0.0,2476.44,3.0,2.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-3248922,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,457.33,9.0,0.1,76.09,3.0,2.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-3276063,Standard Class,North,Technology,Ross DeVincentis,North|Technology|2015,628.44,2.0,0.0,6.24,4.0,4.0,No,No,2015,6,Jun,2,2015-06
IT-2015-3316894,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,1523.66,8.0,0.1,-50.98,2.0,1.0,Yes,No,2015,4,Apr,2,2015-04
IT-2015-3316894,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,122.7,5.0,0.0,53.85,2.0,1.0,Yes,No,2015,4,Apr,2,2015-04
IT-2015-3316894,First Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,381.96,3.0,0.6,-181.44,2.0,1.0,Yes,No,2015,4,Apr,2,2015-04
ES-2015-3376060,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,293.58,7.0,0.0,108.57,5.0,4.0,Yes,No,2015,4,Apr,2,2015-04
ES-2015-4753806,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,290.88,6.0,0.0,37.8,7.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-4753806,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,134.37,3.0,0.0,45.63,7.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-3121115,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,583.38,7.0,0.0,244.86,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-3121115,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,155.43,3.0,0.0,55.89,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-3121115,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,117.96,4.0,0.0,24.72,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-3121115,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,307.26,2.0,0.1,81.9,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-3121115,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,773.4,5.0,0.0,46.35,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-3121115,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,100.26,2.0,0.0,21.0,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-3121115,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,63.9,2.0,0.0,23.64,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-4767717,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,321.84,6.0,0.0,80.46,3.0,1.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-3523269,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,41.64,4.0,0.0,14.04,5.0,4.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-1298103,Standard Class,North,Furniture,Ross DeVincentis,North|Furniture|2015,590.22,3.0,0.0,259.65,6.0,4.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-3470557,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,243.54,9.0,0.0,68.04,5.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-1441570,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,211.8,2.0,0.15,69.72,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-4395271,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,52.2,4.0,0.0,18.72,4.0,4.0,No,No,2015,10,Oct,4,2015-10
ES-2015-4395271,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,135.72,4.0,0.0,14.88,4.0,4.0,No,No,2015,10,Oct,4,2015-10
ES-2015-5950121,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,42.12,3.0,0.0,9.18,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-2075610,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,102.27,7.0,0.0,33.6,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2075610,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,16.62,1.0,0.0,2.64,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2075610,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,196.78,4.0,0.1,-10.94,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2075610,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,423.36,10.0,0.1,136.26,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2075610,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,303.66,2.0,0.0,75.9,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-5898391,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,12.66,2.0,0.0,0.48,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5898391,First Class,Central,Technology,Emily Burns,Central|Technology|2015,294.73,2.0,0.15,83.17,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5898391,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,142.35,5.0,0.0,68.25,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5898391,First Class,Central,Furniture,Emily Burns,Central|Furniture|2015,428.27,1.0,0.1,137.99,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5898391,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,112.32,6.0,0.0,17.82,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5898391,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,49.95,3.0,0.0,13.95,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-5898391,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,256.45,6.0,0.1,-5.81,1.0,1.0,No,No,2015,12,Dec,4,2015-12
ES-2015-4694484,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,50.7,2.0,0.0,13.68,3.0,1.0,Yes,Yes,2015,10,Oct,4,2015-10
ES-2015-3286627,First Class,North,Technology,Ross DeVincentis,North|Technology|2015,738.63,6.0,0.5,-177.39,2.0,1.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-3286627,First Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,81.99,3.0,0.5,-73.8,2.0,1.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-3286627,First Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,14.88,1.0,0.5,-11.61,2.0,1.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-5793145,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,1047.48,4.0,0.0,523.68,5.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-5793145,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,382.26,2.0,0.0,53.46,5.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2696233,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,82.89,3.0,0.0,12.42,6.0,4.0,Yes,No,2015,4,Apr,2,2015-04
ES-2015-1480594,First Class,Central,Furniture,Emily Burns,Central|Furniture|2015,215.46,3.0,0.1,16.74,1.0,1.0,No,No,2015,8,Aug,3,2015-08
ES-2015-1480594,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,58.8,2.0,0.0,28.8,1.0,1.0,No,No,2015,8,Aug,3,2015-08
ES-2015-3617816,Standard Class,South,Technology,Damala Kotsonis,South|Technology|2015,1294.8,5.0,0.0,608.55,5.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-4691256,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,222.26,4.0,0.15,60.14,2.0,2.0,No,No,2015,6,Jun,2,2015-06
ES-2015-5585896,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,66.45,5.0,0.0,1.95,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-4741318,Second Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,99.25,2.0,0.1,9.91,2.0,2.0,No,No,2015,6,Jun,2,2015-06
ES-2015-4169574,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,40.2,5.0,0.0,16.8,5.0,2.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-3060159,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,237.51,7.0,0.0,97.23,6.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-4691256,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,130.9,3.0,0.1,4.36,2.0,2.0,No,No,2015,6,Jun,2,2015-06
IT-2015-2889545,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,47.35,2.0,0.6,-60.41,5.0,4.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-5441485,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,410.35,3.0,0.1,155.02,6.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-1689666,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,50.46,2.0,0.0,13.08,2.0,2.0,No,No,2015,6,Jun,2,2015-06
ES-2015-1822857,Standard Class,North,Technology,Ross DeVincentis,North|Technology|2015,1272.12,2.0,0.0,546.96,6.0,4.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-1822857,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,50.76,2.0,0.0,16.74,6.0,4.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-2087362,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,25.92,3.0,0.0,10.08,5.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2087362,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,111.6,5.0,0.0,4.35,5.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2230157,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,87.84,2.0,0.0,32.46,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2230157,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,646.38,9.0,0.1,50.22,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2230157,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,388.16,6.0,0.15,27.26,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-3291135,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,27.99,1.0,0.0,9.21,6.0,4.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-3109529,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,70.2,3.0,0.0,21.69,2.0,2.0,No,No,2015,11,Nov,4,2015-11
ES-2015-2225020,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,75.57,3.0,0.1,19.23,7.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-2225020,Standard Class,North,Technology,Ross DeVincentis,North|Technology|2015,148.66,2.0,0.1,36.28,7.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1878168,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,53.55,3.0,0.0,4.23,5.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-5090278,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,175.68,4.0,0.0,64.92,5.0,4.0,Yes,No,2015,4,Apr,2,2015-04
IT-2015-4004093,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,23.88,4.0,0.5,-3.84,4.0,4.0,No,No,2015,7,Jul,3,2015-07
IT-2015-4004093,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,61.22,7.0,0.5,-46.73,4.0,4.0,No,No,2015,7,Jul,3,2015-07
ES-2015-5507767,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,169.65,5.0,0.0,69.45,7.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-5507767,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,60.42,2.0,0.0,9.66,7.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-5507767,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,1629.76,6.0,0.15,594.22,7.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-3870093,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,105.57,5.0,0.1,28.02,4.0,2.0,Yes,No,2015,12,Dec,4,2015-12
IT-2015-2876489,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,11.1,1.0,0.0,2.64,3.0,1.0,Yes,No,2015,6,Jun,2,2015-06
IT-2015-2876489,First Class,Central,Furniture,Emily Burns,Central|Furniture|2015,1696.25,4.0,0.1,734.93,3.0,1.0,Yes,No,2015,6,Jun,2,2015-06
IT-2015-2876489,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,264.6,9.0,0.0,129.6,3.0,1.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-2132896,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,534.44,3.0,0.1,231.59,4.0,2.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2132896,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,532.77,7.0,0.0,111.72,4.0,2.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2132896,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,98.88,2.0,0.0,28.62,4.0,2.0,Yes,No,2015,5,May,2,2015-05
IT-2015-4081442,First Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,243.0,4.0,0.0,119.04,3.0,1.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-1782465,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,88.13,2.0,0.1,22.49,7.0,4.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-4401446,First Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,245.94,2.0,0.0,61.44,2.0,1.0,Yes,No,2015,12,Dec,4,2015-12
IT-2015-4603506,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,388.12,3.0,0.5,-357.08,5.0,4.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-5908162,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,130.62,2.0,0.0,37.86,5.0,4.0,Yes,No,2015,9,Sep,3,2015-09
IT-2015-2568112,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,253.21,2.0,0.1,-25.37,4.0,2.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-2287259,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,123.58,1.0,0.1,41.17,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-2287259,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,131.94,6.0,0.0,60.66,4.0,4.0,No,No,2015,11,Nov,4,2015-11
ES-2015-2287259,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,102.78,2.0,0.0,29.76,4.0,4.0,No,No,2015,11,Nov,4,2015-11
IT-2015-1978668,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,277.26,1.0,0.1,-0.03,3.0,2.0,Yes,No,2015,2,Feb,1,2015-02
IT-2015-1978668,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,4544.1,11.0,0.1,1868.13,3.0,2.0,Yes,No,2015,2,Feb,1,2015-02
IT-2015-1978668,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,89.82,6.0,0.0,32.22,3.0,2.0,Yes,No,2015,2,Feb,1,2015-02
IT-2015-1978668,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,283.61,2.0,0.15,43.37,3.0,2.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3104322,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,25.11,3.0,0.0,9.27,4.0,4.0,No,No,2015,10,Oct,4,2015-10
ES-2015-3104322,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,155.28,3.0,0.1,-10.41,4.0,4.0,No,No,2015,10,Oct,4,2015-10
ES-2015-4178211,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,25.8,2.0,0.0,10.02,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-4178211,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,184.92,4.0,0.0,77.64,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-4178211,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,130.46,4.0,0.15,-20.02,4.0,4.0,No,No,2015,12,Dec,4,2015-12
ES-2015-2566881,Same Day,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,130.2,5.0,0.0,44.25,0.0,0.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2566881,Same Day,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,895.05,5.0,0.1,178.95,0.0,0.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2566881,Same Day,Central,Furniture,Emily Burns,Central|Furniture|2015,396.25,3.0,0.1,83.59,0.0,0.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2566881,Same Day,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,8.25,1.0,0.0,1.56,0.0,0.0,No,No,2015,8,Aug,3,2015-08
ES-2015-4691256,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,151.92,8.0,0.0,12.0,2.0,2.0,No,No,2015,6,Jun,2,2015-06
ES-2015-5540627,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,159.19,8.0,0.1,13.99,7.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-5540627,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,122.99,5.0,0.1,4.03,7.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-5540627,Standard Class,North,Furniture,Ross DeVincentis,North|Furniture|2015,607.72,4.0,0.1,189.04,7.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-5540627,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,254.93,2.0,0.1,45.29,7.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2872060,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,78.84,9.0,0.0,36.18,4.0,2.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-2872060,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,11.58,2.0,0.0,3.12,4.0,2.0,Yes,No,2015,10,Oct,4,2015-10
IT-2015-2568112,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,743.9,2.0,0.1,66.08,4.0,2.0,Yes,No,2015,12,Dec,4,2015-12
IT-2015-2568112,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,257.09,2.0,0.1,54.23,4.0,2.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-3978514,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,33.21,3.0,0.0,10.26,6.0,4.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-4862124,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,40.38,2.0,0.0,13.32,1.0,1.0,No,No,2015,12,Dec,4,2015-12
IT-2015-2568112,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,275.88,2.0,0.0,13.74,4.0,2.0,Yes,No,2015,12,Dec,4,2015-12
